,Media Sources,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
400,@nytimes,Sun Jul 15 02:13:14 +0000 2018,"Garlic, anchovies, capers and tuna come together in this briny, tomato-less take on the classic pasta puttanesca… https://t.co/JBCOFweOsT",0.0,0.0,1.0,0.0,0
401,@nytimes,Sun Jul 15 01:56:10 +0000 2018,Angela Ponce will become the first transgender woman to compete in the Miss Universe pageant. But she is also on a… https://t.co/U1kqn4LArl,-0.1531,0.0,0.929,0.071,1
402,@nytimes,Sun Jul 15 01:39:40 +0000 2018,"Retail is an incredibly gender-delineated space. So what does a ""gender-free"" store look like?https://t.co/g9ALur4LC2",0.0,0.0,1.0,0.0,2
403,@nytimes,Sun Jul 15 01:23:20 +0000 2018,Why is there a life-size replica of a Harlem block in a Swedish forest? A photographer visited Potemkin villages ar… https://t.co/P4CvDG6PKT,-0.4404,0.0,0.847,0.153,3
404,@nytimes,Sun Jul 15 01:07:13 +0000 2018,Death Toll in Pakistan Suicide Bombing Rises to 128 https://t.co/t1RikLuffZ,-0.8555,0.0,0.488,0.512,4
405,@nytimes,Sun Jul 15 01:00:02 +0000 2018,"Influential judge, conservative warrior, Washington insider: beyond the carefully shaped narrative of President Tru… https://t.co/yDJ4JDSFsa",0.5267,0.253,0.747,0.0,5
406,@nytimes,Sun Jul 15 00:31:01 +0000 2018,This has been the Google Translate World Cup https://t.co/dZ3jxtttNI,0.0,0.0,1.0,0.0,6
407,@nytimes,Sun Jul 15 00:18:33 +0000 2018,Haiti’s Prime Minister Quits Amid Protests Over Fuel Plan https://t.co/PiUs4sW92S,-0.2263,0.0,0.826,0.174,7
408,@nytimes,Sun Jul 15 00:12:24 +0000 2018,"Our 52 Places traveler shares what she uses to make photos and videos, charge devices and organize all those travel… https://t.co/yYEy9F6nEi",0.296,0.099,0.901,0.0,8
409,@nytimes,Sat Jul 14 23:56:17 +0000 2018,The Ethicist: Should I Tell My Siblings About Mom’s Affair? https://t.co/piKcRXriDO,0.0,0.0,1.0,0.0,9
410,@nytimes,Sat Jul 14 23:54:13 +0000 2018,Don’t be surprised if a TSA agent asks you to remove food from your carry-on https://t.co/QLWqf0cFrS,0.2263,0.119,0.881,0.0,10
411,@nytimes,Sat Jul 14 23:38:43 +0000 2018,Losing Yourself in a Good Book https://t.co/HS3q6QeVKL,0.0772,0.305,0.421,0.274,11
412,@nytimes,Sat Jul 14 23:35:30 +0000 2018,Two Student Protesters Killed in Nicaragua Church Siege https://t.co/PHVzrKGd1c,-0.7506,0.0,0.522,0.478,12
413,@nytimes,Sat Jul 14 23:28:19 +0000 2018,news analysis: Forget a Fast Car. Creativity Is the New Midlife Crisis Cure. https://t.co/7nV0h9rpY2,-0.5267,0.14,0.538,0.323,13
414,@nytimes,Sat Jul 14 23:16:40 +0000 2018,Michael Avenatti thinks he can bring down the president — one cable-news hit at a time https://t.co/G3Gr75JHWD,0.0,0.0,1.0,0.0,14
415,@nytimes,Sat Jul 14 22:57:40 +0000 2018,Judge Criticizes Trump Administration for Response to Family Reunification Order https://t.co/un3jhf6YVW,-0.34,0.0,0.806,0.194,15
416,@nytimes,Sat Jul 14 22:45:52 +0000 2018,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/863ha9bvMN",0.4404,0.146,0.854,0.0,16
417,@nytimes,Sat Jul 14 22:28:16 +0000 2018,"‘Downloadable Gun’ Clears a Legal Obstacle, and Activists Are Alarmed https://t.co/2HattY9FnZ",-0.4767,0.204,0.438,0.358,17
418,@nytimes,Sat Jul 14 22:17:48 +0000 2018,"In Opinion

Op-Ed columnist Maureen Dowd writes, “Trump has certainly made political discourse more crude and belli… https://t.co/TaFe8ohFuk",-0.3804,0.107,0.715,0.178,18
419,@nytimes,Sat Jul 14 22:00:06 +0000 2018,"In retrospect, Brett Kavanaugh's climb to a justice’s seat may seem calculated — from pursuing jobs that put him cl… https://t.co/GzluXCVkrb",0.0,0.0,1.0,0.0,19
420,@nytimes,Sat Jul 14 21:45:06 +0000 2018,"This Bastille Day, master the essentials of French cooking https://t.co/zBo5E07oLz https://t.co/P1H9XscD5f",0.0,0.0,1.0,0.0,20
421,@nytimes,Sat Jul 14 21:30:09 +0000 2018,"At a Kentucky restaurant taking on the opioid crisis, cooking is “100% therapy” https://t.co/uVMS7Dkv5P",-0.6249,0.0,0.745,0.255,21
422,@nytimes,Sat Jul 14 21:22:04 +0000 2018,RT @kzernike: “Pretend you’re a man” didn’t work.  https://t.co/1rFVZmJseo,0.0,0.0,1.0,0.0,22
423,@nytimes,Sat Jul 14 21:15:05 +0000 2018,"Thanks to a legal settlement with the U.S. government, a Texas gun enthusiast and free speech advocate can resume p… https://t.co/uWjm9JhUBR",0.7783,0.383,0.526,0.09,23
424,@nytimes,Sat Jul 14 21:00:02 +0000 2018,"8 black rhinos died in Kenya after being transported to a sanctuary meant to help preserve the endangered species,… https://t.co/Bf5CYaO3xA",-0.2263,0.121,0.717,0.161,24
425,@nytimes,Sat Jul 14 20:45:06 +0000 2018,"A severe drought in Ireland revealed the outline of a henge that may have been standing 5,000 years ago https://t.co/4kEBft70Om",-0.3818,0.0,0.867,0.133,25
426,@nytimes,Sat Jul 14 20:30:07 +0000 2018,"After 2 police officers in Georgia stopped a driver for speeding, they used a coin-tossing app while deciding wheth… https://t.co/R44hJwxMnl",-0.2263,0.0,0.894,0.106,26
427,@nytimes,Sat Jul 14 20:15:05 +0000 2018,The spectacle of a president bashing his nation’s news organizations on foreign soil — in scenes broadcast live aro… https://t.co/RLCROwQbGZ,0.0,0.0,1.0,0.0,27
428,@nytimes,Sat Jul 14 20:00:11 +0000 2018,"Put away the suit, bring along the kids, show that tattoo. No longer conforming to stereotypes, female candidates a… https://t.co/VfcjFpUzrj",-0.296,0.0,0.896,0.104,28
429,@nytimes,Sat Jul 14 19:45:06 +0000 2018,"In Opinion

Roberto Rey Agudo writes, ""To say that someone does not have an accent is as believable as saying that… https://t.co/OKkJ7atgA4",0.0,0.0,1.0,0.0,29
430,@nytimes,Sat Jul 14 19:30:14 +0000 2018,"As Brett Kavanaugh prepares to persuade the Senate that he's suited for the Supreme Court, he takes on something at… https://t.co/caXFUP3yka",0.5574,0.153,0.847,0.0,30
431,@nytimes,Sat Jul 14 19:15:11 +0000 2018,House hunting goes virtual https://t.co/L8wVu0x49v,0.0,0.0,1.0,0.0,31
432,@nytimes,Sat Jul 14 19:00:10 +0000 2018,Are you a full-time teacher with a second job to supplement your salary? Share your story.  https://t.co/eO0syfNMA2,0.296,0.136,0.864,0.0,32
433,@nytimes,Sat Jul 14 18:45:06 +0000 2018,"“Without you I am like a coloring book with no color. I am the structure, but you are the color."" https://t.co/TXJ1qNpcEF",0.0387,0.09,0.827,0.083,33
434,@nytimes,Sat Jul 14 18:30:17 +0000 2018,These women were told not to play soccer. Instead they formed a team. https://t.co/sQDp0x7wyw https://t.co/5EKZkFn866,-0.2584,0.0,0.865,0.135,34
435,@nytimes,Sat Jul 14 18:15:04 +0000 2018,"Residents of one of Mexico’s rainiest regions often have no water to drink, so many hydrate with soda. The impact o… https://t.co/iQHVwZpXkT",-0.296,0.0,0.905,0.095,35
436,@nytimes,Sat Jul 14 18:00:04 +0000 2018,"When the 2 leaders sit down in Finland, Trump’s abiding desire to win over Vladimir Putin will loom as a powerful d… https://t.co/9xMAYVnWoS",0.8126,0.33,0.603,0.067,36
437,@nytimes,Sat Jul 14 17:45:08 +0000 2018,"Leading up to his weekend in Scotland, Trump has managed to repeatedly plug his Turnberry golf resort, alarming eth… https://t.co/ftr0hvb6cl",-0.128,0.0,0.927,0.073,37
438,@nytimes,Sat Jul 14 17:30:07 +0000 2018,"""We’re trying to tell as many black stories as possible and resist one-dimensional representations"" https://t.co/BWHaZFySHp",0.0,0.0,1.0,0.0,38
439,@nytimes,Sat Jul 14 17:15:06 +0000 2018,"We chart America’s complicated history of infant feeding, starting with the spread of formula https://t.co/Z3W4t123ij",0.0,0.0,1.0,0.0,39
440,@nytimes,Sat Jul 14 17:00:04 +0000 2018,"For Isabella and thousands of other migrant parents hoping to be reunited with their children, part of the trauma h… https://t.co/bfQKyEd241",0.0,0.114,0.772,0.114,40
441,@nytimes,Sat Jul 14 16:45:07 +0000 2018,"Many Democrats are outmatched by Republicans when it comes to tech-savvy campaigning. A network of 4,500 tech worke… https://t.co/IvMOv5Wp08",0.0,0.0,1.0,0.0,41
442,@nytimes,Sat Jul 14 16:35:03 +0000 2018,"RT @nytopinion: After World War II, many Germans saw America as the guarantor of the liberal democratic order. It’s a shock to them that th…",-0.7579,0.0,0.772,0.228,42
443,@nytimes,Sat Jul 14 16:24:19 +0000 2018,"Breaking News: Angelique Kerber won her first Wimbledon title by beating Serena Williams, who was seeking a Grand S… https://t.co/zyBj8neRLy",0.5719,0.261,0.623,0.117,43
444,@nytimes,Sat Jul 14 16:20:06 +0000 2018,An ode to old maids everywhere https://t.co/dMWlTP7kmA,0.0,0.0,1.0,0.0,44
445,@nytimes,Sat Jul 14 16:05:02 +0000 2018,"Trump's Supreme Court nominee has talked a lot about his mother, the public servant. Just as influential in his lif… https://t.co/Kd6nSbsFnt",0.7579,0.265,0.735,0.0,45
446,@nytimes,Sat Jul 14 15:50:02 +0000 2018,"Nancy Barbato Sinatra, who has died at 101, remained Frank Sinatra's confidante for decades after their divorce in… https://t.co/4my80b7Iej",-0.5574,0.0,0.833,0.167,46
447,@nytimes,Sat Jul 14 15:35:05 +0000 2018,"No sitting on the floor, no hugging your siblings, and it’s best not to cry: Migrant children describe life in dete… https://t.co/P44lXjU2dR",0.7314,0.309,0.549,0.142,47
448,@nytimes,Sat Jul 14 15:20:03 +0000 2018,After years of being told to put on a suit and recite their résumé — and smile! — women running for office are thro… https://t.co/wDfnVFGypy,0.4199,0.117,0.883,0.0,48
449,@nytimes,Sat Jul 14 15:05:06 +0000 2018,France eliminated Belgium. Croatia eliminated England. We eliminated the ⚽️s from these World Cup semifinals photos… https://t.co/TxBoEKnA0l,0.0,0.0,1.0,0.0,49
450,@nytimes,Sat Jul 14 14:50:04 +0000 2018,"The day Donald Trump publicly asked Russia to find Hillary Clinton’s emails in 2016, Russia began to target her ser… https://t.co/aKEnltUVIh",0.0,0.0,1.0,0.0,50
451,@nytimes,Sat Jul 14 14:40:08 +0000 2018,"RT @karenyourish: Trump has spent 169 days of his presidency, or about 30% of his time in office, visiting Trump properties. He is spending…",0.0,0.0,1.0,0.0,51
452,@nytimes,Sat Jul 14 14:30:09 +0000 2018,"It was over in less than 20 seconds, but even casual followers of the monarchy were aghast  https://t.co/uIQwVwpJeB",-0.3919,0.1,0.726,0.175,52
453,@nytimes,Sat Jul 14 14:17:06 +0000 2018,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/Lm9p1Gy87I",0.4939,0.296,0.563,0.141,53
454,@nytimes,Sat Jul 14 14:02:04 +0000 2018,"The new toll of student debt in 3 charts
https://t.co/bjepY6hUYb",-0.3612,0.0,0.762,0.238,54
455,@nytimes,Sat Jul 14 13:42:03 +0000 2018,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/bAq3dvD9gl,0.3182,0.161,0.839,0.0,55
456,@nytimes,Sat Jul 14 13:21:05 +0000 2018,"It's the universal World Cup ""oh no"" https://t.co/Acy0y21md6 https://t.co/Y7PfyUNho0",-0.296,0.0,0.784,0.216,56
457,@nytimes,Sat Jul 14 13:02:04 +0000 2018,Are you a grammar geek? Test your editing skills in our new quiz. https://t.co/jqqnQQOmiu,-0.2023,0.0,0.87,0.13,57
458,@nytimes,Sat Jul 14 12:42:05 +0000 2018,"While the names of FIFA leaders may have changed, the lavish benefits have not https://t.co/OrVIJDKzJD",0.3818,0.157,0.843,0.0,58
459,@nytimes,Sat Jul 14 12:21:06 +0000 2018,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/wfDmohEEtI",0.4404,0.146,0.854,0.0,59
460,@nytimes,Sat Jul 14 12:02:04 +0000 2018,"This weekend, the World Cup final will be underway in Russia. Here's how the tournament ended up there. https://t.co/0DtzfJ51HF",0.0,0.0,1.0,0.0,60
461,@nytimes,Sat Jul 14 11:41:02 +0000 2018,RT @katierogers: .@dougmillsnyt is one of the keenest observers of the human condition in journalism (and in the world! Trump says. totally…,0.4926,0.132,0.868,0.0,61
462,@nytimes,Sat Jul 14 11:21:01 +0000 2018,The World Cup is about to get 50 percent larger. Hope you took the time to savor this one. https://t.co/S1KXhahyQ6,0.4404,0.132,0.868,0.0,62
463,@nytimes,Sat Jul 14 11:02:04 +0000 2018,RT @nytpolitics: Democrats demanded that President Trump cancel his summit with Vladimir Putin after 12 Russian intelligence officers are i…,0.0516,0.129,0.708,0.163,63
464,@nytimes,Sat Jul 14 10:52:59 +0000 2018,"John Liu Plots a Comeback Trail, Targeting a Renegade Democrat https://t.co/jVOJMq2k4L",0.0,0.0,1.0,0.0,64
465,@nytimes,Sat Jul 14 10:35:48 +0000 2018,"In Trump’s U.K. Visit, Some See ‘Infomercial’ for Money-Losing Golf Resort https://t.co/9il1esJ738",0.0,0.0,1.0,0.0,65
466,@nytimes,Sat Jul 14 10:31:04 +0000 2018,"Video review made its debut at this World Cup, and it had an immediate impact https://t.co/gW9hVFyi2j",0.0,0.0,1.0,0.0,66
467,@nytimes,Sat Jul 14 10:14:48 +0000 2018,First Words: Americans Think ‘Corruption’ Is Everywhere. Is That Why We Vote for It? https://t.co/xLD6P42SP1,0.0,0.0,1.0,0.0,67
468,@nytimes,Sat Jul 14 10:07:16 +0000 2018,"Sarcophagus Found. Contents Unknown. (‘No Guessing, Please.’) https://t.co/nGSstHV6ve",0.0,0.0,1.0,0.0,68
469,@nytimes,Sat Jul 14 09:50:19 +0000 2018,"Glorious surprises seemed to lurk everywhere in Oslo, Norway https://t.co/HKAeEiagFg",0.6486,0.409,0.47,0.121,69
470,@nytimes,Sat Jul 14 09:32:02 +0000 2018,RT @tackettdc: In Ohio Special election a test for Democrats strength and Republican resolve  https://t.co/p4WXB4IjI8,0.8176,0.436,0.564,0.0,70
471,@nytimes,Sat Jul 14 09:10:05 +0000 2018,Phys Ed: Dog Walking Is Good for You. Provided You Do It. https://t.co/zuLXpClv7g,0.4404,0.195,0.805,0.0,71
472,@nytimes,Sat Jul 14 09:08:25 +0000 2018,RT @bxchen: Our writer with the best job in the world talks about the tech she uses https://t.co/VY6xJHYbOV,0.6369,0.198,0.802,0.0,72
473,@nytimes,Sat Jul 14 08:50:44 +0000 2018,"RT @nytimesarts: The director of the ""Whitney"" documentary explains how he got her family to open up about her childhood abuse. https://t.c…",-0.6369,0.0,0.833,0.167,73
474,@nytimes,Sat Jul 14 08:33:04 +0000 2018,"RT @nytimesworld: “Having a vagina doesn’t make a woman,” said Angela Ponce, Spain's transgender competitor in the Miss Universe pageant. “…",-0.1531,0.0,0.918,0.082,74
475,@nytimes,Sat Jul 14 08:09:19 +0000 2018,"A ""Downton Abbey"" movie is coming https://t.co/81TKuwcdp6",0.0,0.0,1.0,0.0,75
476,@nytimes,Sat Jul 14 07:51:52 +0000 2018,"They named it Ingentia prima, meaning “the first giant.” “This new dinosaur changes our understanding of how dinosa… https://t.co/47cDpDv68K",0.0,0.0,1.0,0.0,76
477,@nytimes,Sat Jul 14 07:33:06 +0000 2018,"RT @nytpolitics: Russia's largest spy agency has been implicated in the downing of a civilian airliner, armed operations in Syria and now t…",0.0,0.0,1.0,0.0,77
478,@nytimes,Sat Jul 14 07:06:06 +0000 2018,A painting worth $1 million has turned up 4 decades after it was stolen from a Manhattan warehouse https://t.co/evf9RPx918,-0.3182,0.099,0.733,0.168,78
479,@nytimes,Sat Jul 14 06:48:47 +0000 2018,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/E9RGJxfTSC",0.5106,0.163,0.837,0.0,79
480,@nytimes,Sat Jul 14 06:32:01 +0000 2018,"RT @nytimesworld: ""Pakistan is entering another period of prolonged political instability.” The arrest of former Prime Minister Nawaz Shari…",-0.34,0.0,0.882,0.118,80
481,@nytimes,Sat Jul 14 06:02:38 +0000 2018,"The Getty Museum has added a rare illuminated Torah, dating to 1296, to its trove of manuscripts https://t.co/0WC7D9weVF",0.0,0.0,1.0,0.0,81
482,@nytimes,Sat Jul 14 05:46:04 +0000 2018,Astronomers traced a neutrino back to a distant galaxy. “We have found the first source of cosmic rays.” https://t.co/3PYngOHGLU,0.0,0.0,1.0,0.0,82
483,@nytimes,Sat Jul 14 05:32:02 +0000 2018,RT @NYTNational: The volunteers of The Águilas del Desierto - Eagles of the Desert - work to find bodies of immigrants who died while makin…,-0.5574,0.0,0.859,0.141,83
484,@nytimes,Sat Jul 14 05:06:06 +0000 2018,"Nancy Barbato Sinatra, an Idol’s First Wife and Lasting Confidante, Dies at 101 https://t.co/Q4xT0ZOktH",0.0,0.0,1.0,0.0,84
485,@nytimes,Sat Jul 14 04:55:42 +0000 2018,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/mjB9vBw1TZ",-0.296,0.0,0.901,0.099,85
486,@nytimes,Sat Jul 14 04:39:05 +0000 2018,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/yRDgH7oKDf",-0.5563,0.0,0.86,0.14,86
487,@nytimes,Sat Jul 14 04:22:03 +0000 2018,"RT @NYTMetro: Designs include skulls, flaming hearts with swords piercing them, spiders, roses, jellyfish, an upside-down bat, and a unicor…",0.0,0.0,1.0,0.0,87
488,@nytimes,Sat Jul 14 04:11:38 +0000 2018,"Trump Walks in Front of Queen Elizabeth, Causing Social Media Frenzy https://t.co/22TQkfSosk",-0.3182,0.0,0.827,0.173,88
489,@nytimes,Sat Jul 14 04:02:05 +0000 2018,No one will win the Nobel Prize in Literature this year. But you — along with the librarians of Sweden — can help c… https://t.co/rvMxGcauHt,0.8225,0.316,0.613,0.071,89
490,@nytimes,Sat Jul 14 03:47:03 +0000 2018,"Wilbur Ross, the commerce secretary, said he would sell all of his remaining stock holdings after a government watc… https://t.co/Vnk0WRf50E",0.0,0.0,1.0,0.0,90
491,@nytimes,Sat Jul 14 03:39:42 +0000 2018,"A Giant Iceberg Parked Offshore. It’s Stunning, but Villagers Hit the Road. https://t.co/OU7lo9ldy0",0.2023,0.141,0.859,0.0,91
492,@nytimes,Sat Jul 14 03:32:04 +0000 2018,"In 21 trips Tom Price took as health secretary, 20 of them violated federal travel rules, an inspector general said https://t.co/22IkjNMj0U",-0.5267,0.0,0.855,0.145,92
493,@nytimes,Sat Jul 14 03:17:02 +0000 2018,RT @nytgraphics: How Russia hacked the D.N.C. and Hillary Clinton’s presidential campaign in 2016. https://t.co/6oO8BdTmDN,-0.4019,0.0,0.838,0.162,93
494,@nytimes,Sat Jul 14 03:02:03 +0000 2018,"Modern Love: What boxing taught me about love
https://t.co/rat4wkU5a2",0.8555,0.545,0.455,0.0,94
495,@nytimes,Sat Jul 14 02:47:06 +0000 2018,2 men pleaded guilty to manslaughter charges in the death of a fire chief in an explosion of a Bronx house that had… https://t.co/0cFXitFTVz,-0.8807,0.0,0.603,0.397,95
496,@nytimes,Sat Jul 14 02:32:05 +0000 2018,"Dan Coats, the director of national intelligence, said that the persistent danger of Russian cyberattacks today was… https://t.co/2LT5knHY2n",-0.0772,0.138,0.711,0.151,96
497,@nytimes,Sat Jul 14 02:17:03 +0000 2018,RT @nytopinion: The indictments against 12 Russian agents don't exonerate President Trump. On the contrary -- they should worry anyone work…,-0.6407,0.0,0.784,0.216,97
498,@nytimes,Sat Jul 14 02:02:03 +0000 2018,"In the tug of war between workers and investors over how to divvy up the nation's wealth, Americans living on a pay… https://t.co/T5PibgTyjs",-0.1779,0.118,0.738,0.144,98
499,@nytimes,Sat Jul 14 01:48:04 +0000 2018,"A top Uber executive is under scrutiny for his comments on race and women, casting a shadow on the company’s effort… https://t.co/5vQLWgA19B",0.2023,0.087,0.913,0.0,99
